id;AUTHOR;COMPNAM;CREAT;CREAT1;CREAT2;DESCRI;GEOGR;IDENTIF;INSCR;INV;IWAY;IZGOT;NCOMP;NFOND;SIZES;SPIEX;SPIRUBR;VLAD;path_xml;path_miniature;path_fullsize
00134943;Толстая А.Л.;Слева стоят девочка, А.А. Стахович и Л.Л. Толстой.;1903 г.;1903;1903;-1;Ясная Поляна.;ГМТ КП-5628/71;-1;Ф-10650;Закупка;-1;-1;Фотофонд;8,7х10,6;-1;Л.Н.Толстой (один) верхом;Лисовская Эмилия Федоровна;./xmls/00134943.xml;./miniatures/00134943.xml;./fullsize/00134943.xml
00097030;-1;Фотография рисунка М. Орлова конца 1850-х начала 1860-х гг.(?);1940-е гг.;1940;1949;-1;-1;ГМТ КП-9435;-1;Ф-8606;Закупка;Фотолаборатория ЛАФОКИ;-1;Фотофонд;28,8х23,6;"""Анна Каренина"" в иллюстрациях А.Алексеева. отдел ""Толстовский центр на Пятницкой-12"", г. Москва";Разные лица (персоналии).;Фотолаборатория ЛАФОКИ;./xmls/00097030.xml;./miniatures/00097030.xml;./fullsize/00097030.xml
00106729;Чертков В.Г.;По пояс, почти фас, в белой блузе, улыбаясь. На темном фоне.;1907;1907;1907;-1;Ясная Поляна;ГМТ КП-19677/481;-1;Ф-21161;Закупка;-1;-1;Фотофонд;24,2х18,8;-1;-1;Чертков Владимир Владимирович;./xmls/00106729.xml;./miniatures/00106729.xml;./fullsize/00106729.xml
00111255;-1;-1;1911;1911;1911;-1;г. Москва Газетный пер., 11;ГМТ КП-19191/9;-1;Ф-19156;Закупка;"Фирма ""Шерер, Набгольц и К°""";-1;Фотофонд;16,4х21,7 (фото) 29,7х36,8 (паспарту);-1;-1;Чертков Владимир Владимирович;./xmls/00111255.xml;./miniatures/00111255.xml;./fullsize/00111255.xml
00140754;Толстой И. Л.;-1;28 августа 1903 г.;1903;1903;-1;Ясная Поляна;ГМТ КП-10733/54;-1;Ф-10391;Безвозмездная передача;-1;Альбом фотографий Л.Н.Толстого;Фотофонд;4,0х5,0;-1;Л.Н.Толстой в кругу семьи;Главное архивное управление;./xmls/00140754.xml;./miniatures/00140754.xml;./fullsize/00140754.xml
00099753;Толстая А.Л.;-1;1905;1905;1905;-1;Ясная Поляна.;ГМТ КП-4001/659;-1;Ф-2911;Безвозмездная передача;-1;-1;Фотофонд;9,0х11,8;«Лев Толстой сквозь призму фотокамеры»(«Л.Н. Толстой в фокусе»). МАММ и ГМТ. МАММ, г. Москва;Л.Н.Толстой с деятелями культуры;Севастопольский Толстовский музей;./xmls/00099753.xml;./miniatures/00099753.xml;./fullsize/00099753.xml
00140032;-1;-1;-1;1902;1902;-1;Усадьба Ясная Поляна;ГМТ КП-4774/75;-1;Ф-10516;Безвозмездная передача;-1;Альбом фотографий, поступивший из библиотеки ГМТ;Фотофонд;6,5х8,5;-1;Парк и сады (аллеи, лес, пруды);Библиотека Государственного музея Л.Н. Толстого;./xmls/00140032.xml;./miniatures/00140032.xml;./fullsize/00140032.xml
00139297;Перепечко В.К.;Авторский отпечаток с негатива-оригинала 1953 г.;1910 г. (?);1910;1910;-1;Ясная Поляна;ГМТ КП-17194/1;-1;Ф-16508;Дар;-1;-1;Фотофонд;11,6х17,4 с полями;-1;Интерьеры;Перепечко В.К.;./xmls/00139297.xml;./miniatures/00139297.xml;./fullsize/00139297.xml
00140026;-1;-1;-1;1905;1905;-1;Ясная Поляна;ГМТ КП-4774/71;-1;Ф-10512;Безвозмездная передача;-1;Альбом фотографий, поступивший из библиотеки ГМТ;Фотофонд;4,0х3,5;-1;Л.Н.Толстой и крестьяне;Библиотека Государственного музея Л.Н. Толстого;./xmls/00140026.xml;./miniatures/00140026.xml;./fullsize/00140026.xml
00140740;-1;Фото двух силуэтов;-1;1899;1899;-1;-1;ГМТ КП-10733/50;-1;Ф-10387;Безвозмездная передача;-1;Альбом фотографий Л.Н.Толстого;Фотофонд;7,0х6,5;-1;М.Н. Толстая (р. Волконская);Главное архивное управление;./xmls/00140740.xml;./miniatures/00140740.xml;./fullsize/00140740.xml
00042625;Стахович М.А.;Служила кабинетом Л.Н. Толстого в период его работы над романом «Анна Каренина».;1887 г.;1887;1887;-1;Ясная Поляна;ГМТ КП-7573;-1;Ф-4311;Безвозмездная передача;-1;-1;Фотофонд;13,5 х 10,0 (фотография) 20,3 х 15,7 (паспарту);"""Анна Каренина"" в иллюстрациях А.Алексеева. отдел ""Толстовский центр на Пятницкой-12"", г. Москва, Фотофонд, НВФ. К  200-летию И.С. Тургенева и 190-летию Л.Н. Толстого «Нам суждено любить друг друга издали…»., «Анна Каренина как зеркало эпохи в Бейрутском университете, г. Батрун и Долине Бекаа (Ливан). Ливан";Тульская губерния;Главная редакция полного собрания произведений Л.Н.Толстого.;./xmls/00042625.xml;./miniatures/00042625.xml;./fullsize/00042625.xml
00140973;Чертков В.Г.;Поодаль толпа служащих и детей;1910 г. июнь;1910;1910;-1;Троицкое;ГМТ КП-7900/13;-1;Ф-5331;Безвозмездная передача;-1;-1;Фотофонд;17,0х22,3;-1;Л.Н.Толстой с разными лицами (не родственниками);Рукописный отдел ГМТ;./xmls/00140973.xml;./miniatures/00140973.xml;./fullsize/00140973.xml
00111282;Гринберг А.Д., Живаго В.Р.;-1;1928;1928;1928;-1;Ясная Поляна;ГМТ КП-9612;-1;Ф-9040;Безвозмездная передача;-1;-1;Фотофонд;28,6х23,1 (фото) 49,9х37,6 (бланк);-1;Портреты (в т.ч. групповые);-1;./xmls/00111282.xml;./miniatures/00111282.xml;./fullsize/00111282.xml
00106098;Чертков В.Г.;Л.Н. - в центре, в рост, профиль вправо, в темном пальто и башлыке, подает милостыню крестьянке. Рядом стоит, наклонившись к девочке другая крестьянка. На крыльце видна фигура молодого человека.;1909;1909;1909;-1;Ясная Поляна;ГМТ КП-19677/394;-1;Ф-21074;Закупка;-1;-1;Фотофонд;17,1х22,6;-1;-1;Чертков Владимир Владимирович;./xmls/00106098.xml;./miniatures/00106098.xml;./fullsize/00106098.xml
00127056;-1;-1;1910;1910;1910;-1;Ясная Поляна;ГМТ КП-114/3;-1;Ф-1537;Дар;-1;-1;Фотофонд;12,7х16,8 фотография ч/б 13,5х18,4 картон;-1;Похороны Л.Н.Толстого в Ясной Поляне;Бирюков Павел Иванович;./xmls/00127056.xml;./miniatures/00127056.xml;./fullsize/00127056.xml
00135446;-1;-1;1892 г.;1892;1892;-1;Москва.;ГМТ КП-5628/117;-1;Ф-10696;Закупка;"Фирма ""Шерер, Набгольц и К°""";-1;Фотофонд;5,7х3,9;-1;1890-е годы;Лисовская Эмилия Федоровна;./xmls/00135446.xml;./miniatures/00135446.xml;./fullsize/00135446.xml
00092835;Савельев А.И.;-1;7 ноября 1910;1910;1910;-1;Астапово;ГМТ КП-5635/7;-1;Ф-1323;-1;-1;-1;Фотофонд;"12,0 х 18,3 (фотография)
14,9 х 21,4 (картон)";"Выставка:""Т.Л. Толстая-Сухотина(1864-1950)"" на Пятницкой. 2014, отдел ""Толстовский центр на Пятницкой-12"". Россия, Москва";Л.Н.Толстой на смертном одре;-1;./xmls/00092835.xml;./miniatures/00092835.xml;./fullsize/00092835.xml
00127724;Левицкий С.Л.;-1;К. 1860-х г.г.;1860;1869;-1;С-Петербург;ГМТ КП-5895/5;-1;Ф-12007;Безвозмездная передача;-1;Альбом фотографий Гр. Левашовых;Фотофонд;13,7х9,7 сепия 16,2х10,7 бланк;-1;Разные лица (персоналии).;Ленинградский фонд;./xmls/00127724.xml;./miniatures/00127724.xml;./fullsize/00127724.xml
00140967;Чертков В.Г.;На линейке сидят С.А.Толстая (внучка Л.Н.), А.Л.ТолстаяЮ В.Г.Чертков и А.М.Хирьяков;1909 г.;1909;1909;-1;Крекшино;ГМТ КП-7900/7;-1;Ф-2808;Безвозмездная передача;-1;-1;Фотофонд;15,5х23,0;-1;Л.Н.Толстой в кругу родных и знакомых;Рукописный отдел ГМТ;./xmls/00140967.xml;./miniatures/00140967.xml;./fullsize/00140967.xml
00137537;-1;-1;1900-е гг.;1900;1909;-1;Ясная Поляна.;ГМТ КП-11349/38;-1;Ф-15776/38;Безвозмездная передача;-1;Фотоальбом С.А.Толстой №4;Фотофонд;12,1х8,1;-1;С.А. Толстая вдвоем с разными лицами (кроме членов семьи), Фотоальбом №4 С.А. Толстой 1900-е гг;"Музей-усадьба ""Ясная Поляна""";./xmls/00137537.xml;./miniatures/00137537.xml;./fullsize/00137537.xml
00142180;-1;-1;1930-е гг.;1930;1939;-1;Ясная Поляна.;ГМТ КП-13123/80;-1;Ф-13637/80;Безвозмездная передача;-1;Альбом фотографий Е.С. Денисенко.;Фотофонд;8,1х10,8;-1;М.Н. Толстая и ее семья;из архива Денисенко Е.С.;./xmls/00142180.xml;./miniatures/00142180.xml;./fullsize/00142180.xml
00124205;Морозов С.;-1;1912;1912;1912;-1;Ясная Поляна;ГМТ КП-14752/4;-1;Ф-13703/4;Закупка;-1;Альбом фотографий с видами Ясной Поляны работы С. Морозова;Фотофонд;16,4х22,5 (фотобумага ч/б);-1;Дома и др. строения;Хитрово Наталия Михайловна;./xmls/00124205.xml;./miniatures/00124205.xml;./fullsize/00124205.xml
00141489;Бирюков П.И.;-1;1895 г.;1895;1895;-1;Ясная Поляна.;ГМТ КП-118/25;-1;Ф-8546;Дар;-1;-1;Фотофонд;13,4х8,2;-1;М.Л. Оболенская и ее семья;Бирюков Павел Иванович;./xmls/00141489.xml;./miniatures/00141489.xml;./fullsize/00141489.xml
00136601;Смирнов;-1;9 ноября 1910 г.;1910;1910;-1;Ясная Поляна;ГМТ КП-5680/15;-1;Ф-1467;Закупка;-1;-1;Фотофонд;10,1х16,5;-1;Похороны Л.Н.Толстого в Ясной Поляне;Замятина Н. П.;./xmls/00136601.xml;./miniatures/00136601.xml;./fullsize/00136601.xml
00115966;Кулаков П.Е.;Фотография для стереоскопа;1908;1908;1908;-1;Ясная Поляна;ГМТ КП-11486/23;-1;Ф-12748;Закупка;"Стереоскопическое издательство ""Свет""";-1;Фотофонд;7,4х7,1 (одна фотография) 8,8х17,9 (бланк);-1;Портреты (в т.ч. групповые);Баскаков Л.И.;./xmls/00115966.xml;./miniatures/00115966.xml;./fullsize/00115966.xml
00142194;-1;-1;1930-е гг.;1930;1939;-1;Ясная Поляна?;ГМТ КП-13123/84;-1;Ф-13637/84;Безвозмездная передача;-1;Альбом фотографий Е.С. Денисенко.;Фотофонд;5,9х5,3;-1;М.Н. Толстая и ее семья;из архива Денисенко Е.С.;./xmls/00142194.xml;./miniatures/00142194.xml;./fullsize/00142194.xml
00124211;Морозов С.;-1;1912;1912;1912;-1;Ясная Поляна;ГМТ КП-14752/9;-1;Ф-13703/9;Закупка;-1;Альбом фотографий с видами Ясной Поляны работы С. Морозова;Фотофонд;16,8х22,5 (фотобумага ч/б);-1;Парк и сады (аллеи, лес, пруды);Хитрово Наталия Михайловна;./xmls/00124211.xml;./miniatures/00124211.xml;./fullsize/00124211.xml
00128413;Левицкий С.Л.;-1;1870 г.?;1870;1870;-1;С.-Петербург.;ГМТ КП-6829/2;-1;Ф-12611;Закупка;-1;Фотоальбом 1860-х гг. с портретами представителей императорской семьи и светского общества.;Фотофонд;8,4х5,5 фото сепия 10,3х6,0;-1;Представители императорского дома;Магазин «Антиквариат» П.В. Губара.;./xmls/00128413.xml;./miniatures/00128413.xml;./fullsize/00128413.xml
00140963;Чертков В.Г.;Л.Н. сидит в кресле в кабинете с письмом в руках, слева на стуле сидит В.Г.Чертков;1909 г. март;1909;1909;-1;Ясная Поляна;ГМТ КП-7900/3;-1;Ф-2948;Безвозмездная передача;-1;-1;Фотофонд;17,7х23,7;-1;Л.Н.Толстой с одной персоной;Рукописный отдел ГМТ;./xmls/00140963.xml;./miniatures/00140963.xml;./fullsize/00140963.xml
00093291;-1;-1;1916;1916;1916;-1;Ясная Поляна.;ГМТ КП-19637/72;-1;Ф-16979;Из архива С.А.Толстой-Есениной;-1;-1;Фотофонд;6,5 х 4,2 (фотография) 12,2 х 6,5 (картон);-1;Т.Л. Сухотина;-1;./xmls/00093291.xml;./miniatures/00093291.xml;./fullsize/00093291.xml
00127052;-1;-1;1910;1910;1910;-1;Астапово;ГМТ КП-114/23;-1;Ф-1452;Дар;-1;-1;Фотофонд;11,6х17,0 фотография ч/б;-1;Похороны Л.Н.Толстого в Астапове;Бирюков Павел Иванович;./xmls/00127052.xml;./miniatures/00127052.xml;./fullsize/00127052.xml
00111286;Гринберг А.Д., Живаго В.Р.;-1;1928;1928;1928;-1;Ясная Поляна;ГМТ КП-5987/65;-1;Ф-6319;Закупка;-1;-1;Фотофонд;24,2х19,3;-1;Портреты (в т.ч. групповые);Живаго Василий Романович;./xmls/00111286.xml;./miniatures/00111286.xml;./fullsize/00111286.xml
00134006;Сергеенко П.А.;Переснимок.;1901 г.;1901;1901;-1;Крым. Гаспра.;ГМТ КП-5628/24;-1;Ф-10603;Закупка;-1;Альбом из коллекции Н.М. Лисовского.;Фотофонд;12,7х17,8;-1;Л.Н.Толстой с деятелями культуры;Лисовская Эмилия Федоровна;./xmls/00134006.xml;./miniatures/00134006.xml;./fullsize/00134006.xml
00115962;Кулаков П.Е.;Фотография для стереоскопа;1908;1908;1908;-1;Ясная Поляна;ГМТ КП-11486/18;-1;Ф-12743;Закупка;"Стереоскопическое издательство ""Свет""";-1;Фотофонд;7,4х7,1 (одна фотография) 8,8х17,9 (бланк);-1;С.А. Толстая (одна), 1901 -1919 гг.;Баскаков Л.И.;./xmls/00115962.xml;./miniatures/00115962.xml;./fullsize/00115962.xml
00136163;Толстая С.А.;-1;1902 г.;1902;1902;-1;Гаспра;ГМТ КП-5954/2;-1;Ф-1314;Дар;-1;-1;Фотофонд;12,4х17,2 сепия 15,5х21,4 бумага;-1;Л.Н.Толстой в кругу родных и знакомых;Долинино-Иванская Александра Леонидовна (Толстая);./xmls/00136163.xml;./miniatures/00136163.xml;./fullsize/00136163.xml
00124201;Морозов С.;-1;1912;1912;1912;-1;Ясная Поляна;ГМТ КП-14752/3;-1;Ф-13703/3;Закупка;-1;Альбом фотографий с видами Ясной Поляны работы С. Морозова;Фотофонд;22,0х17,0 (фотобумага ч/б);-1;Парк и сады (аллеи, лес, пруды);Хитрово Наталия Михайловна;./xmls/00124201.xml;./miniatures/00124201.xml;./fullsize/00124201.xml
00136188;Чертков В.Г.;-1;1911 г.;1911;1911;-1;Телятенки;ГМТ КП-5635/10;-1;Ф-2141;Безвозмездная передача;-1;-1;Фотофонд;17,5х23,4 фото;-1;М.Н. Толстая и ее семья;Архив Толстовского музея;./xmls/00136188.xml;./miniatures/00136188.xml;./fullsize/00136188.xml
00103133;Братья Кондратенко;-1;1860-1870-е;1860;1879;-1;-1;ГМТ КП-5615/18;-1;Ф-6484;Безвозмездная передача;Главный штаб Кавказской армии;-1;Фотофонд;32,5х28,4 (фотография сепия) 51,3х41,3(картон);-1;Кавказ;Госмузфонд Ленинград;./xmls/00103133.xml;./miniatures/00103133.xml;./fullsize/00103133.xml
00135481;Толстая А.Л. (?);Слева направо: С.Л. Толстой, Л.Н. Толстой, И.Л. Толстой, Е.С. Денисенко, Т.Л. Сухотина, П.А. Буланже.;1903 г.;1903;1903;-1;Ясная Поляна.;ГМТ КП-5628/136;-1;Ф-10715;Закупка;-1;-1;Фотофонд;7,5х11,5;-1;Л.Н.Толстой в кругу родных и знакомых;Лисовская Эмилия Федоровна;./xmls/00135481.xml;./miniatures/00135481.xml;./fullsize/00135481.xml
00103127;-1;-1;1880-е - начало 1890-х;1880;1890;-1;-1;ГМТ КП-5792/4;-1;Ф-6470;Закупка;-1;-1;Фотофонд;20,2х28,6 (фотография сепия);-1;Кавказ;Эйдинов А. Я.;./xmls/00103127.xml;./miniatures/00103127.xml;./fullsize/00103127.xml
00107341;Чертков В.Г.;Погрудно. Фас. Стоят рядом на фоне террасы Яснополянского дома. Л.Н. (справа) в белой блузе. М.Л. в светлом платье, на шее медальон, руки скрещены на груди. На 2-ом плане неясно - фигура М.А.Шмидт (на террасе).;1906;1906;1906;-1;Окрестности Ясной Поляны;ГМТ КП-19677/588;-1;Ф-22244/8;Закупка;-1;-1;Фотофонд;10,0х13,9;-1;-1;Чертков Владимир Владимирович;./xmls/00107341.xml;./miniatures/00107341.xml;./fullsize/00107341.xml
00140022;-1;-1;-1;1902;1902;-1;Усадьба Ясная Поляна;ГМТ КП-4774/68;-1;Ф-10509;Безвозмездная передача;-1;Альбом фотографий, поступивший из библиотеки ГМТ;Фотофонд;6,0х7,5;-1;Парк и сады (аллеи, лес, пруды);Библиотека Государственного музея Л.Н. Толстого;./xmls/00140022.xml;./miniatures/00140022.xml;./fullsize/00140022.xml
00116264;-1;Поколенно, корпус 3/4 вправо, голова 3/4 влево. В темном платье с пуговицами на лифе, с белым кружевным отложным большим воротничком, с черной бархоткой на шее. Волосы зачесаны назад, в ушах длинные темные серьги. Сидит на светлом фоне на стуле, скрестив руки на поясе.;1865-1866 (?);1865;1866;-1;Москва;ГМТ КП-10020/4;-1;Ф-27404;из старых поступлений;"Фирма ""Шерер, Набгольц и К°""";-1;Фотофонд;8,8х5,9 фото с бланком;-1;Берсы близкие и дальние родственники, знакомые;Мясоедова Елизавета Александровна;./xmls/00116264.xml;./miniatures/00116264.xml;./fullsize/00116264.xml
00140036;-1;-1;-1;1902;1902;-1;Усадьба Ясная Поляна;ГМТ КП-4774/78;-1;Ф-10519;Безвозмездная передача;-1;Альбом фотографий, поступивший из библиотеки ГМТ;Фотофонд;6,5х7,5;-1;Парк и сады (аллеи, лес, пруды), Дома и др. строения;Библиотека Государственного музея Л.Н. Толстого;./xmls/00140036.xml;./miniatures/00140036.xml;./fullsize/00140036.xml
00099757;Кулаков П.Е.;-1;1908;1908;1908;-1;Ясная Поляна.;ГМТ КП-4001/400;-1;Ф-2675;Безвозмездная передача;-1;-1;Фотофонд;8,3х8,7;«Лев Толстой сквозь призму фотокамеры»(«Л.Н. Толстой в фокусе»). МАММ и ГМТ. МАММ, г. Москва;1900-е годы (юбилей в 1908г – отдельная рубрика);Севастопольский Толстовский музей;./xmls/00099757.xml;./miniatures/00099757.xml;./fullsize/00099757.xml
00094515;Курбатов И.Ф.;-1;1891 г.;1891;1891;-1;Тула;ГМТ КП-15599;-1;Ф-16414;Приобретено у С.С. Толстого;-1;-1;Фотофонд;"8,7х5,5 (фотография) 
10,5х6,4 (бланк)";-1;Т.Л. Сухотина;-1;./xmls/00094515.xml;./miniatures/00094515.xml;./fullsize/00094515.xml
00133966;Сергеенко П.А.;На втором плане А.Л. Толстая и П.А. Буланже (у подзорной трубы), М.Л. Оболенская.;1901 г.;1901;1901;-1;Крым. Гаспра.;ГМТ КП-5628/18;-1;Ф-10597;Закупка;-1;Альбом из коллекции Н.М. Лисовского.;Фотофонд;4,0х5,6;-1;Л.Н.Толстой с деятелями культуры;Лисовская Эмилия Федоровна;./xmls/00133966.xml;./miniatures/00133966.xml;./fullsize/00133966.xml
00111279;Гринберг А.Д., Живаго В.Р.;-1;1928;1928;1928;-1;Ясная Поляна;ГМТ КП-12313;-1;Ф-13098;Безвозмездная передача;-1;-1;Фотофонд;23,7х18,7;-1;Портреты (в т.ч. групповые);"Музей-усадьба ""Ясная Поляна""";./xmls/00111279.xml;./miniatures/00111279.xml;./fullsize/00111279.xml
00136349;-1;Стереоскопический снимок;09.11.1910 г.;1910;1910;-1;Ясная Поляна;ГМТ КП-9197/14;-1;Ф-7986;Закупка;-1;-1;Фотофонд;4,7х12,0;-1;Похороны Л.Н.Толстого в Ясной Поляне;Славнин П. П.;./xmls/00136349.xml;./miniatures/00136349.xml;./fullsize/00136349.xml
00135898;-1;-1;1906 г.;1906;1906;-1;Англия;ГМТ КП-11356/47;-1;Ф-15783/47;Безвозмездная передача;-1;Фотоальбом С.А.Толстой №2;Фотофонд;12,0х9,0 сепия;-1;А.К. Черткова;"Музей-усадьба ""Ясная Поляна""";./xmls/00135898.xml;./miniatures/00135898.xml;./fullsize/00135898.xml
00135640;-1;-1;1900-е гг.;1900;1909;-1;Ясная Поляна.;ГМТ КП-5628/169;-1;Ф-10748;Закупка;-1;-1;Фотофонд;16,5х11,6;-1;Интерьеры;Лисовская Эмилия Федоровна;./xmls/00135640.xml;./miniatures/00135640.xml;./fullsize/00135640.xml
00132649;Сергеенко П.А.;-1;1905 г. зима;1905;1905;-1;Ясная Поляна;ГМТ КП-11347/44;-1;Ф-15774/44;Безвозмездная передача;-1;-1;Фотофонд;5,7х8,2 фотография ч/б;-1;С.А. Толстая (одна), 1901 -1919 гг.;"Музей-усадьба ""Ясная Поляна""";./xmls/00132649.xml;./miniatures/00132649.xml;./fullsize/00132649.xml
00102952;-1;-1;1919 г.;1919;1919;-1;Ясная Поляна.;ГМТ КП-4001/674;-1;Ф-3124;-1;-1;-1;Фотофонд;-1;Л.Н.Толстой как зеркало русской революции. Государственный музей Л.Н.Толстого, г. Москва;С.А. Толстая в группах с родными и знакомыми;-1;./xmls/00102952.xml;./miniatures/00102952.xml;./fullsize/00102952.xml
00132885;-1;-1;1900-е г.г.;1900;1909;-1;-1;ГМТ КП-19640/80;-1;Ф-23437;Безвозмездная передача;-1;-1;Фотофонд;5,3х8,0 фотография ч/б;-1;Прочее;Архив С.А. Толстой-Есениной;./xmls/00132885.xml;./miniatures/00132885.xml;./fullsize/00132885.xml
00130704;Толстая С.А. (Берс);-1;1912 г.;1912;1912;-1;Ясная Поляна.;ГМТ КП-843/1;-1;Ф-2475;-1;-1;-1;Фотофонд;11,1 х 16,6;"""Моя жизнь. К 175-летию С.А.Толстой"", отдел ""Толстовский центр на Пятницкой-12"", г.Москва, «Быть женой Льва Толстого». Культурный центр им. Л.Н. Толстого, г. Железноводск. Железноводск";С.А. Толстая (одна), 1901 -1919 гг.;-1;./xmls/00130704.xml;./miniatures/00130704.xml;./fullsize/00130704.xml
00122466;Протасевич Ф.Т.;-1;28 августа 1928;1928;1928;-1;Ясная Поляна;ГМТ КП-6748;-1;Ф-1748;Безвозмездная передача;-1;-1;Фотофонд;22,4х28,1 фотография 33,8х42,0 бланк;-1;С.А. Толстая со своими детьми;Архив Толстовского музея;./xmls/00122466.xml;./miniatures/00122466.xml;./fullsize/00122466.xml
00046686;Толстая;-1;1903;1903;1903;-1;Ясная Поляна.;ГМТ КП-10683;-1;Ф-10044;Получено из Ясной Поляны;-1;-1;Фотофонд;8,4х11,4;-1;1900-е годы (юбилей в 1908г – отдельная рубрика);-1;./xmls/00046686.xml;./miniatures/00046686.xml;./fullsize/00046686.xml
00132661;Маслова А.И.;-1;1898 г.;1898;1898;-1;Орловская губ.;ГМТ КП-11352/3;-1;Ф-15779/3;Безвозмездная передача;-1;-1;Фотофонд;16,6х11,6 в свету;-1;С.А. Толстая (одна), до 1900 г.;"Музей-усадьба ""Ясная Поляна""";./xmls/00132661.xml;./miniatures/00132661.xml;./fullsize/00132661.xml
00140591;-1;Слева направо стоят у стены: М.И. Хорош, братья Радины, В.А. Молочников, В.Г. Чертков, М.С. Дудченко, А.В. Молочников, неизвестный, А.Е. Никитин-Хованский. Сидят: М.С. Радина, И.М. Трегубов, Д.П. Маковицкий, А.К. Черткова, А.А. Радин (отец), С.М. Попов, неизвестный, Я.Л. Демихович. Сидят на полу: К.Д. Платонова, В.С. Ляпунова, неизвестный.;1916 г.;1916;1916;-1;Москва. Лефортовский переулок, д. 7;ГМТ КП-5988/91;-1;Ф-4400;Дар;-1;-1;Фотофонд;13,9х18,0;-1;В группе с родными и знакомыми;Трегубов И. И.;./xmls/00140591.xml;./miniatures/00140591.xml;./fullsize/00140591.xml
00109191;-1;-1;1899 г.;1899;1899;-1;Москва;ГМТ КП-6142/6;-1;Ф-2460;Безвозмездная передача;"Фирма ""Шерер, Набгольц и К°""";-1;Фотофонд;14,0х10,2 фотография 26,5х18,2 бланк;-1;С.А. Толстая (одна), 1901 -1919 гг.;Государственная библиотека имени В.И.Ленина;./xmls/00109191.xml;./miniatures/00109191.xml;./fullsize/00109191.xml
00129241;Victor Angerer;-1;1870-е г.г.;1870;1879;-1;Вена;ГМТ КП-5891/33;-1;Ф-11985;Безвозмездная передача;-1;Альбом фотографий гр. Левашовой (Паниной);Фотофонд;13,6х9,7 фотография в свету;-1;Разные лица (персоналии).;Ленинградский фонд;./xmls/00129241.xml;./miniatures/00129241.xml;./fullsize/00129241.xml
00089785;Савельев А.И.;Среди них: В.Ф. Булгаков (1-й слева в 1-м ряду), во втором ряду: П.И. Бирюков (3-й слева, С.Л. и М.Н. Толстые (6-й и 7-я слева), М.А. Стахович (в центре), Н.В. Давыдов (8-й справа), в третьем ряду: Б.С. Боднарский (4-й слева), Л.О. Пастернак (10-й слева), С.Д. Меркуров (11-й слева) и др.;1911;1911;1911;-1;Москва;ГМТ КП-4010;-1;Ф-7726;-1;-1;-1;Фотофонд;"15,2 х 23,4 (фотография) 
25,1 х 34,8 (картон)";"Выставка ""Старший сын"" (С.Л. Толстой)";Выставка 1911 г.;-1;./xmls/00089785.xml;./miniatures/00089785.xml;./fullsize/00089785.xml
00051488;Чертков В.Г.;-1;1910 г.;1910;1910;-1;Затишье;ГМТ КП-17760;-1;Ф-16691;Закупка;-1;-1;Фотофонд;22,3х14,8 фотография ч/б;-1;1910 г.;Падерина Ю. А.;./xmls/00051488.xml;./miniatures/00051488.xml;./fullsize/00051488.xml
00135683;Чертков В.Г.;-1;1908 г.;1908;1908;-1;Ясная Поляна.;ГМТ КП-5628/179;-1;Ф-871;Закупка;-1;-1;Фотофонд;17,4х23,4;-1;1900-е годы (юбилей в 1908г – отдельная рубрика);Лисовская Эмилия Федоровна;./xmls/00135683.xml;./miniatures/00135683.xml;./fullsize/00135683.xml
00107631;Булла К.К.;-1;1908 г.;1908;1908;-1;Ясная Поляна;ГМТ КП-116/4;-1;Ф-4048;Дар;-1;-1;Фотофонд;23,0х28,9 (с картоном);Фотовыставка «К. Булла. Взгляд на мир Толстого»;М.Н. Толстая и ее семья, Художники и скульпторы;Бирюков Павел Иванович;./xmls/00107631.xml;./miniatures/00107631.xml;./fullsize/00107631.xml
00102991;-1;-1;1902 г.;1902;1902;-1;г. Сумы. Харьковской губ.;ГМТ КП-4088;-1;Ф-9540;Безвозмездная передача;-1;-1;Фотофонд;11,4х30,9     15,4х37,5;Л.Н.Толстой как зеркало русской революции. Государственный музей Л.Н.Толстого, г. Москва,  Л.Н. Толстой и благотворительность, Толстой и благотворительность. Фотофонд;Эпоха;Мясоедова Елизавета Александровна;./xmls/00102991.xml;./miniatures/00102991.xml;./fullsize/00102991.xml
00133594;Толстая С.А. (Берс);-1;1900 г.?;1900;1900;-1;Ясная Поляна.;ГМТ КП-11358/79;-1;Ф-15785/79;Безвозмездная передача;-1;Фотоальбом С.А.Толстой №1;Фотофонд;7,8х8,1;-1;Дети   Л.Н. и С.А. Толстых  в группах   (с членами семьи, родственниками и знакомыми);"Музей-усадьба ""Ясная Поляна""";./xmls/00133594.xml;./miniatures/00133594.xml;./fullsize/00133594.xml
00105026;Чертков В.Г.;Около почти достроенного дома. А.К. - в центре, под светлым зонтиком, смотрит в объектив, справа поодаль стоит А.М.Хирьяков (фас);1908 (?);1908;1908;-1;Телятенки;ГМТ КП-19677/177;-1;Ф-19377/31;Закупка;-1;-1;Фотофонд;15,7х21,8;-1;Альбом 06_@kp19677!147-181_Ф19377!1-35, А.К. Черткова;Чертков Владимир Владимирович;./xmls/00105026.xml;./miniatures/00105026.xml;./fullsize/00105026.xml
